Stock,Commodity,Cluster,Correlation,P_Value,Significant,Abs_Corr
SCCO,PL=F,0,0.40858622182481574,1.9698290380122455e-54,True,0.40858622182481574
WMB,BZ=F,0,0.404966801020995,2.0472215752398761e-53,True,0.404966801020995
PBR,RB=F,0,0.4020677190949385,1.3077755826561221e-52,True,0.4020677190949385
EMR,QU=F,0,0.40198256238673896,1.3806045890015293e-52,True,0.40198256238673896
WMB,QU=F,0,0.4005757048169979,3.3721946662967155e-52,True,0.4005757048169979
NEM,PL=F,0,0.4000725737815498,4.6362068604887015e-52,True,0.4000725737815498
EMR,RB=F,0,0.3935972963273111,2.6562998797641543e-50,True,0.3935972963273111
VLO,BZ=F,0,0.3924464821937899,5.403258650384789e-50,True,0.3924464821937899
VLO,HO=F,0,0.388836777882149,4.9206036115000454e-49,True,0.388836777882149
MPC,BZ=F,0,0.38827102509135925,6.939005991084639e-49,True,0.38827102509135925
BKR,HO=F,0,0.3872117917470798,1.3182558144307157e-48,True,0.3872117917470798
WMB,RB=F,0,0.3871822945003672,1.3419807557536837e-48,True,0.3871822945003672
PSX,HO=F,0,0.3860237480237818,2.7000920054667245e-48,True,0.3860237480237818
TECK,BZ=F,0,0.3855860730556737,3.513720102754136e-48,True,0.3855860730556737
TECK,PL=F,0,0.383615985694427,1.1442235285850464e-47,True,0.383615985694427
TTE,HO=F,0,0.38129406722914505,4.553308994068285e-47,True,0.38129406722914505
SCCO,SI=F,0,0.3802237779238793,8.573966202981627e-47,True,0.3802237779238793
LNG,QU=F,0,0.37936768932890547,1.420007307327276e-46,True,0.37936768932890547
MPC,HO=F,0,0.375102589320085,1.714666789373739e-45,True,0.375102589320085
AME,QU=F,0,0.37485206873736426,1.982555653646096e-45,True,0.37485206873736426
AME,RB=F,0,0.3746119348625,2.2782694709675542e-45,True,0.3746119348625
GLNCY,RB=F,0,0.3681083032416653,9.410780583832806e-44,True,0.3681083032416653
NTR,QU=F,0,0.3585441438618987,1.9208499799158046e-41,True,0.3585441438618987
LNG,BZ=F,0,0.35841982513079956,2.0559019105820712e-41,True,0.35841982513079956
BHP,SI=F,0,0.3572027465903401,3.99210061848029e-41,True,0.3572027465903401
BHP,BZ=F,0,0.3559344001622266,7.947034470445094e-41,True,0.3559344001622266
NTR,RB=F,0,0.3554642928633449,1.0249061328786264e-40,True,0.3554642928633449
GLNCY,SI=F,0,0.3553611615778539,1.0836669281595665e-40,True,0.3553611615778539
